,News Channel,Date,Compound,Positive,Neutral,Negative,Tweets Ago
468,@CNN,Wed Mar 07 19:40:08 +0000 2018,0.0,0.0,1.0,0.0,69
469,@CNN,Wed Mar 07 19:30:30 +0000 2018,0.0,0.0,1.0,0.0,70
470,@CNN,Wed Mar 07 19:20:17 +0000 2018,-0.6249,0.0,0.702,0.298,71
471,@CNN,Wed Mar 07 19:10:53 +0000 2018,-0.2732,0.0,0.884,0.116,72
472,@CNN,Wed Mar 07 19:00:23 +0000 2018,0.0,0.0,1.0,0.0,73
473,@CNN,Wed Mar 07 18:52:26 +0000 2018,-0.0191,0.063,0.871,0.066,74
474,@CNN,Wed Mar 07 18:50:08 +0000 2018,0.0,0.0,1.0,0.0,75
475,@CNN,Wed Mar 07 18:40:14 +0000 2018,0.1779,0.096,0.904,0.0,76
476,@CNN,Wed Mar 07 18:30:04 +0000 2018,0.2187,0.13,0.774,0.095,77
477,@CNN,Wed Mar 07 18:20:41 +0000 2018,-0.25,0.068,0.818,0.114,78
478,@CNN,Wed Mar 07 18:10:08 +0000 2018,-0.2263,0.0,0.888,0.112,79
479,@CNN,Wed Mar 07 18:00:05 +0000 2018,0.296,0.145,0.855,0.0,80
480,@CNN,Wed Mar 07 17:48:53 +0000 2018,-0.4939,0.0,0.849,0.151,81
481,@CNN,Wed Mar 07 17:42:14 +0000 2018,0.2263,0.164,0.718,0.118,82
482,@CNN,Wed Mar 07 17:34:33 +0000 2018,0.5994,0.262,0.738,0.0,83
483,@CNN,Wed Mar 07 17:21:06 +0000 2018,0.0,0.0,1.0,0.0,84
484,@CNN,Wed Mar 07 17:15:14 +0000 2018,-0.7003,0.0,0.721,0.279,85
485,@CNN,Wed Mar 07 17:07:32 +0000 2018,0.0772,0.061,0.939,0.0,86
486,@CNN,Wed Mar 07 17:00:02 +0000 2018,0.0,0.0,1.0,0.0,87
487,@CNN,Wed Mar 07 16:52:18 +0000 2018,-0.4588,0.0,0.85,0.15,88
488,@CNN,Wed Mar 07 16:50:39 +0000 2018,0.7269,0.276,0.724,0.0,89
489,@CNN,Wed Mar 07 16:40:06 +0000 2018,0.6369,0.245,0.755,0.0,90
490,@CNN,Wed Mar 07 16:32:47 +0000 2018,-0.5267,0.096,0.708,0.196,91
491,@CNN,Wed Mar 07 16:30:00 +0000 2018,0.9274,0.457,0.543,0.0,92
492,@CNN,Wed Mar 07 16:20:13 +0000 2018,0.0,0.0,1.0,0.0,93
493,@CNN,Wed Mar 07 16:10:07 +0000 2018,-0.3818,0.0,0.841,0.159,94
494,@CNN,Wed Mar 07 16:10:07 +0000 2018,0.0,0.0,1.0,0.0,95
495,@CNN,Wed Mar 07 16:01:44 +0000 2018,0.0,0.0,1.0,0.0,96
496,@CNN,Wed Mar 07 15:51:29 +0000 2018,0.2023,0.091,0.909,0.0,97
497,@CNN,Wed Mar 07 15:41:14 +0000 2018,-0.3818,0.0,0.806,0.194,98
498,@CNN,Wed Mar 07 15:41:10 +0000 2018,0.0,0.0,1.0,0.0,99
499,@CNN,Wed Mar 07 15:30:19 +0000 2018,-0.8934,0.0,0.599,0.401,100
500,@FoxNews,Wed Mar 07 23:51:09 +0000 2018,-0.5859,0.0,0.696,0.304,1
501,@FoxNews,Wed Mar 07 23:43:13 +0000 2018,0.5994,0.353,0.647,0.0,2
502,@FoxNews,Wed Mar 07 23:32:48 +0000 2018,-0.2023,0.0,0.816,0.184,3
503,@FoxNews,Wed Mar 07 23:30:45 +0000 2018,0.0516,0.156,0.699,0.145,4
504,@FoxNews,Wed Mar 07 23:26:23 +0000 2018,0.0,0.0,1.0,0.0,5
505,@FoxNews,Wed Mar 07 23:22:11 +0000 2018,-0.2732,0.0,0.861,0.139,6
506,@FoxNews,Wed Mar 07 23:18:35 +0000 2018,-0.2263,0.0,0.888,0.112,7
507,@FoxNews,Wed Mar 07 23:07:04 +0000 2018,-0.7783,0.112,0.449,0.438,8
508,@FoxNews,Wed Mar 07 23:01:44 +0000 2018,0.0,0.0,1.0,0.0,9
509,@FoxNews,Wed Mar 07 22:58:00 +0000 2018,0.5574,0.223,0.777,0.0,10
510,@FoxNews,Wed Mar 07 22:57:23 +0000 2018,-0.5423,0.0,0.741,0.259,11
511,@FoxNews,Wed Mar 07 22:57:00 +0000 2018,0.0,0.0,1.0,0.0,12
512,@FoxNews,Wed Mar 07 22:45:10 +0000 2018,0.0,0.0,1.0,0.0,13
513,@FoxNews,Wed Mar 07 22:39:00 +0000 2018,0.8225,0.286,0.714,0.0,14
514,@FoxNews,Wed Mar 07 22:32:00 +0000 2018,-0.5106,0.0,0.823,0.177,15
515,@FoxNews,Wed Mar 07 22:30:00 +0000 2018,0.3832,0.178,0.822,0.0,16
516,@FoxNews,Wed Mar 07 22:24:34 +0000 2018,0.0,0.0,1.0,0.0,17
517,@FoxNews,Wed Mar 07 22:15:00 +0000 2018,0.0,0.0,1.0,0.0,18
518,@FoxNews,Wed Mar 07 22:10:53 +0000 2018,-0.8166,0.0,0.694,0.306,19
519,@FoxNews,Wed Mar 07 22:09:57 +0000 2018,0.5574,0.153,0.847,0.0,20
520,@FoxNews,Wed Mar 07 23:51:09 +0000 2018,-0.5859,0.0,0.696,0.304,21
521,@FoxNews,Wed Mar 07 23:43:13 +0000 2018,0.5994,0.353,0.647,0.0,22
522,@FoxNews,Wed Mar 07 23:32:48 +0000 2018,-0.2023,0.0,0.816,0.184,23
523,@FoxNews,Wed Mar 07 23:30:45 +0000 2018,0.0516,0.156,0.699,0.145,24
524,@FoxNews,Wed Mar 07 23:26:23 +0000 2018,0.0,0.0,1.0,0.0,25
525,@FoxNews,Wed Mar 07 23:22:11 +0000 2018,-0.2732,0.0,0.861,0.139,26
526,@FoxNews,Wed Mar 07 23:18:35 +0000 2018,-0.2263,0.0,0.888,0.112,27
527,@FoxNews,Wed Mar 07 23:07:04 +0000 2018,-0.7783,0.112,0.449,0.438,28
528,@FoxNews,Wed Mar 07 23:01:44 +0000 2018,0.0,0.0,1.0,0.0,29
529,@FoxNews,Wed Mar 07 22:58:00 +0000 2018,0.5574,0.223,0.777,0.0,30
530,@FoxNews,Wed Mar 07 22:57:23 +0000 2018,-0.5423,0.0,0.741,0.259,31
531,@FoxNews,Wed Mar 07 22:57:00 +0000 2018,0.0,0.0,1.0,0.0,32
532,@FoxNews,Wed Mar 07 22:45:10 +0000 2018,0.0,0.0,1.0,0.0,33
533,@FoxNews,Wed Mar 07 22:39:00 +0000 2018,0.8225,0.286,0.714,0.0,34
534,@FoxNews,Wed Mar 07 22:32:00 +0000 2018,-0.5106,0.0,0.823,0.177,35
535,@FoxNews,Wed Mar 07 22:30:00 +0000 2018,0.3832,0.178,0.822,0.0,36
536,@FoxNews,Wed Mar 07 22:24:34 +0000 2018,0.0,0.0,1.0,0.0,37
537,@FoxNews,Wed Mar 07 22:15:00 +0000 2018,0.0,0.0,1.0,0.0,38
538,@FoxNews,Wed Mar 07 22:10:53 +0000 2018,-0.8166,0.0,0.694,0.306,39
539,@FoxNews,Wed Mar 07 22:09:57 +0000 2018,0.5574,0.153,0.847,0.0,40
540,@FoxNews,Wed Mar 07 22:03:00 +0000 2018,-0.5106,0.0,0.852,0.148,41
541,@FoxNews,Wed Mar 07 22:00:01 +0000 2018,0.128,0.081,0.919,0.0,42
542,@FoxNews,Wed Mar 07 21:55:52 +0000 2018,0.0,0.0,1.0,0.0,43
543,@FoxNews,Wed Mar 07 21:53:20 +0000 2018,-0.4939,0.0,0.625,0.375,44
544,@FoxNews,Wed Mar 07 21:48:43 +0000 2018,0.4588,0.167,0.833,0.0,45
545,@FoxNews,Wed Mar 07 21:44:18 +0000 2018,-0.34,0.0,0.897,0.103,46
546,@FoxNews,Wed Mar 07 21:35:48 +0000 2018,0.0,0.0,1.0,0.0,47
547,@FoxNews,Wed Mar 07 21:35:12 +0000 2018,0.34,0.179,0.821,0.0,48
548,@FoxNews,Wed Mar 07 21:34:36 +0000 2018,-0.5719,0.0,0.802,0.198,49
549,@FoxNews,Wed Mar 07 21:33:35 +0000 2018,-0.765,0.0,0.664,0.336,50
550,@FoxNews,Wed Mar 07 21:25:14 +0000 2018,-0.3818,0.0,0.776,0.224,51
551,@FoxNews,Wed Mar 07 21:20:02 +0000 2018,0.0,0.0,1.0,0.0,52
552,@FoxNews,Wed Mar 07 21:20:00 +0000 2018,-0.296,0.0,0.879,0.121,53
553,@FoxNews,Wed Mar 07 21:12:42 +0000 2018,0.0,0.0,1.0,0.0,54
554,@FoxNews,Wed Mar 07 21:12:32 +0000 2018,0.0,0.0,1.0,0.0,55
555,@FoxNews,Wed Mar 07 21:10:00 +0000 2018,0.2732,0.149,0.851,0.0,56
556,@FoxNews,Wed Mar 07 21:05:00 +0000 2018,-0.7003,0.0,0.547,0.453,57
557,@FoxNews,Wed Mar 07 20:58:00 +0000 2018,-0.2023,0.201,0.488,0.311,58
558,@FoxNews,Wed Mar 07 20:54:00 +0000 2018,-0.5267,0.091,0.61,0.299,59
559,@FoxNews,Wed Mar 07 20:46:00 +0000 2018,0.0,0.0,1.0,0.0,60
560,@FoxNews,Wed Mar 07 20:43:00 +0000 2018,0.5859,0.241,0.759,0.0,61
561,@FoxNews,Wed Mar 07 20:39:00 +0000 2018,0.4215,0.157,0.843,0.0,62
562,@FoxNews,Wed Mar 07 20:32:58 +0000 2018,0.0,0.0,1.0,0.0,63
563,@FoxNews,Wed Mar 07 20:22:41 +0000 2018,0.4215,0.167,0.833,0.0,64
564,@FoxNews,Wed Mar 07 20:13:33 +0000 2018,-0.128,0.0,0.923,0.077,65
565,@FoxNews,Wed Mar 07 20:09:53 +0000 2018,-0.6908,0.0,0.68,0.32,66
566,@FoxNews,Wed Mar 07 20:06:46 +0000 2018,0.743,0.289,0.711,0.0,67
567,@FoxNews,Wed Mar 07 20:02:17 +0000 2018,-0.2263,0.063,0.829,0.107,68
568,@FoxNews,Wed Mar 07 19:57:21 +0000 2018,-0.3818,0.0,0.833,0.167,69
569,@FoxNews,Wed Mar 07 19:45:55 +0000 2018,0.0,0.0,1.0,0.0,70
570,@FoxNews,Wed Mar 07 19:27:52 +0000 2018,-0.6908,0.0,0.63,0.37,71
571,@FoxNews,Wed Mar 07 19:18:17 +0000 2018,0.0,0.0,1.0,0.0,72
572,@FoxNews,Wed Mar 07 19:04:10 +0000 2018,-0.0258,0.168,0.659,0.174,73
573,@FoxNews,Wed Mar 07 18:58:16 +0000 2018,-0.7579,0.0,0.683,0.317,74
574,@FoxNews,Wed Mar 07 18:54:19 +0000 2018,0.0,0.0,1.0,0.0,75
575,@FoxNews,Wed Mar 07 18:48:37 +0000 2018,0.0,0.0,1.0,0.0,76
576,@FoxNews,Wed Mar 07 18:48:09 +0000 2018,0.7351,0.327,0.575,0.097,77
577,@FoxNews,Wed Mar 07 18:45:34 +0000 2018,0.3182,0.15,0.85,0.0,78
578,@FoxNews,Wed Mar 07 18:43:55 +0000 2018,0.2933,0.175,0.825,0.0,79
579,@FoxNews,Wed Mar 07 18:42:36 +0000 2018,0.4215,0.157,0.843,0.0,80
580,@FoxNews,Wed Mar 07 18:33:05 +0000 2018,0.4767,0.193,0.807,0.0,81
581,@FoxNews,Wed Mar 07 18:27:48 +0000 2018,0.0,0.0,1.0,0.0,82
582,@FoxNews,Wed Mar 07 18:21:02 +0000 2018,-0.5154,0.102,0.666,0.232,83
583,@FoxNews,Wed Mar 07 18:14:29 +0000 2018,0.4019,0.13,0.87,0.0,84
584,@FoxNews,Wed Mar 07 18:10:36 +0000 2018,-0.6249,0.0,0.758,0.242,85
585,@FoxNews,Wed Mar 07 18:06:46 +0000 2018,-0.5106,0.0,0.852,0.148,86
586,@FoxNews,Wed Mar 07 18:00:35 +0000 2018,0.0,0.0,1.0,0.0,87
587,@FoxNews,Wed Mar 07 17:59:26 +0000 2018,0.0,0.0,1.0,0.0,88
588,@FoxNews,Wed Mar 07 17:56:39 +0000 2018,-0.4215,0.0,0.833,0.167,89
589,@FoxNews,Wed Mar 07 17:54:39 +0000 2018,0.3612,0.135,0.865,0.0,90
590,@FoxNews,Wed Mar 07 17:50:43 +0000 2018,-0.4404,0.225,0.48,0.295,91
591,@FoxNews,Wed Mar 07 17:41:52 +0000 2018,-0.4939,0.0,0.824,0.176,92
592,@FoxNews,Wed Mar 07 17:40:00 +0000 2018,0.0,0.0,1.0,0.0,93
593,@FoxNews,Wed Mar 07 17:36:00 +0000 2018,0.5574,0.223,0.777,0.0,94
594,@FoxNews,Wed Mar 07 17:35:19 +0000 2018,-0.6369,0.0,0.724,0.276,95
595,@FoxNews,Wed Mar 07 17:22:41 +0000 2018,0.0,0.0,1.0,0.0,96
596,@FoxNews,Wed Mar 07 17:20:24 +0000 2018,0.5106,0.136,0.864,0.0,97
597,@FoxNews,Wed Mar 07 17:17:36 +0000 2018,0.0,0.0,1.0,0.0,98
598,@FoxNews,Wed Mar 07 17:15:45 +0000 2018,0.0,0.0,1.0,0.0,99
599,@FoxNews,Wed Mar 07 17:12:49 +0000 2018,0.4215,0.213,0.696,0.091,100
600,@nytimes,Wed Mar 07 23:51:02 +0000 2018,0.0,0.0,1.0,0.0,1
601,@nytimes,Wed Mar 07 23:46:20 +0000 2018,0.0,0.0,1.0,0.0,2
602,@nytimes,Wed Mar 07 23:32:02 +0000 2018,0.4019,0.124,0.876,0.0,3
603,@nytimes,Wed Mar 07 23:17:06 +0000 2018,0.0,0.0,1.0,0.0,4
604,@nytimes,Wed Mar 07 23:00:44 +0000 2018,-0.1531,0.123,0.727,0.15,5
605,@nytimes,Wed Mar 07 22:56:16 +0000 2018,-0.3612,0.0,0.898,0.102,6
606,@nytimes,Wed Mar 07 22:45:10 +0000 2018,0.0,0.0,1.0,0.0,7
607,@nytimes,Wed Mar 07 22:30:10 +0000 2018,0.0,0.0,1.0,0.0,8
608,@nytimes,Wed Mar 07 22:15:03 +0000 2018,0.0,0.0,1.0,0.0,9
609,@nytimes,Wed Mar 07 22:00:44 +0000 2018,0.2263,0.137,0.863,0.0,10
610,@nytimes,Wed Mar 07 21:52:04 +0000 2018,0.0,0.0,1.0,0.0,11
611,@nytimes,Wed Mar 07 21:45:07 +0000 2018,-0.296,0.0,0.909,0.091,12
612,@nytimes,Wed Mar 07 21:30:04 +0000 2018,0.5719,0.188,0.812,0.0,13
613,@nytimes,Wed Mar 07 21:22:32 +0000 2018,0.4939,0.158,0.842,0.0,14
614,@nytimes,Wed Mar 07 21:19:00 +0000 2018,0.0,0.0,1.0,0.0,15
615,@nytimes,Wed Mar 07 21:14:00 +0000 2018,0.7783,0.387,0.511,0.102,16
616,@nytimes,Wed Mar 07 21:10:00 +0000 2018,-0.7506,0.1,0.571,0.329,17
617,@nytimes,Wed Mar 07 21:05:08 +0000 2018,-0.4588,0.051,0.82,0.129,18
618,@nytimes,Wed Mar 07 21:00:25 +0000 2018,0.5574,0.141,0.859,0.0,19
619,@nytimes,Wed Mar 07 20:45:06 +0000 2018,-0.0258,0.17,0.654,0.176,20
620,@nytimes,Wed Mar 07 23:51:02 +0000 2018,0.0,0.0,1.0,0.0,21
621,@nytimes,Wed Mar 07 23:46:20 +0000 2018,0.0,0.0,1.0,0.0,22
622,@nytimes,Wed Mar 07 23:32:02 +0000 2018,0.4019,0.124,0.876,0.0,23
623,@nytimes,Wed Mar 07 23:17:06 +0000 2018,0.0,0.0,1.0,0.0,24
624,@nytimes,Wed Mar 07 23:00:44 +0000 2018,-0.1531,0.123,0.727,0.15,25
625,@nytimes,Wed Mar 07 22:56:16 +0000 2018,-0.3612,0.0,0.898,0.102,26
626,@nytimes,Wed Mar 07 22:45:10 +0000 2018,0.0,0.0,1.0,0.0,27
627,@nytimes,Wed Mar 07 22:30:10 +0000 2018,0.0,0.0,1.0,0.0,28
628,@nytimes,Wed Mar 07 22:15:03 +0000 2018,0.0,0.0,1.0,0.0,29
629,@nytimes,Wed Mar 07 22:00:44 +0000 2018,0.2263,0.137,0.863,0.0,30
630,@nytimes,Wed Mar 07 21:52:04 +0000 2018,0.0,0.0,1.0,0.0,31
631,@nytimes,Wed Mar 07 21:45:07 +0000 2018,-0.296,0.0,0.909,0.091,32
632,@nytimes,Wed Mar 07 21:30:04 +0000 2018,0.5719,0.188,0.812,0.0,33
633,@nytimes,Wed Mar 07 21:22:32 +0000 2018,0.4939,0.158,0.842,0.0,34
634,@nytimes,Wed Mar 07 21:19:00 +0000 2018,0.0,0.0,1.0,0.0,35
635,@nytimes,Wed Mar 07 21:14:00 +0000 2018,0.7783,0.387,0.511,0.102,36
636,@nytimes,Wed Mar 07 21:10:00 +0000 2018,-0.7506,0.1,0.571,0.329,37
637,@nytimes,Wed Mar 07 21:05:08 +0000 2018,-0.4588,0.051,0.82,0.129,38
638,@nytimes,Wed Mar 07 21:00:25 +0000 2018,0.5574,0.141,0.859,0.0,39
639,@nytimes,Wed Mar 07 20:45:06 +0000 2018,-0.0258,0.17,0.654,0.176,40
640,@nytimes,Wed Mar 07 20:39:34 +0000 2018,0.0,0.0,1.0,0.0,41
641,@nytimes,Wed Mar 07 20:36:06 +0000 2018,0.0,0.0,1.0,0.0,42
642,@nytimes,Wed Mar 07 20:30:12 +0000 2018,0.0,0.0,1.0,0.0,43
643,@nytimes,Wed Mar 07 20:20:56 +0000 2018,-0.3612,0.0,0.848,0.152,44
644,@nytimes,Wed Mar 07 20:17:46 +0000 2018,0.2944,0.118,0.813,0.069,45
645,@nytimes,Wed Mar 07 20:15:06 +0000 2018,0.0,0.0,1.0,0.0,46
646,@nytimes,Wed Mar 07 20:00:25 +0000 2018,0.0,0.0,1.0,0.0,47
647,@nytimes,Wed Mar 07 19:45:05 +0000 2018,0.7096,0.257,0.743,0.0,48
648,@nytimes,Wed Mar 07 19:30:27 +0000 2018,0.1366,0.218,0.587,0.196,49
649,@nytimes,Wed Mar 07 19:15:13 +0000 2018,0.0,0.0,1.0,0.0,50
650,@nytimes,Wed Mar 07 19:00:38 +0000 2018,0.0,0.0,1.0,0.0,51
651,@nytimes,Wed Mar 07 18:50:09 +0000 2018,-0.6361,0.095,0.62,0.285,52
652,@nytimes,Wed Mar 07 18:40:42 +0000 2018,-0.6124,0.0,0.762,0.238,53
653,@nytimes,Wed Mar 07 18:27:53 +0000 2018,-0.2732,0.0,0.89,0.11,54
654,@nytimes,Wed Mar 07 18:12:50 +0000 2018,-0.1293,0.062,0.812,0.126,55
655,@nytimes,Wed Mar 07 18:00:40 +0000 2018,0.5423,0.176,0.824,0.0,56
656,@nytimes,Wed Mar 07 17:54:59 +0000 2018,-0.4939,0.0,0.856,0.144,57
657,@nytimes,Wed Mar 07 17:47:40 +0000 2018,0.0,0.0,1.0,0.0,58
658,@nytimes,Wed Mar 07 17:45:49 +0000 2018,0.25,0.105,0.895,0.0,59
659,@nytimes,Wed Mar 07 17:44:03 +0000 2018,-0.6249,0.0,0.823,0.177,60
660,@nytimes,Wed Mar 07 17:43:52 +0000 2018,0.25,0.19,0.655,0.155,61
661,@nytimes,Wed Mar 07 17:27:52 +0000 2018,-0.3818,0.0,0.894,0.106,62
662,@nytimes,Wed Mar 07 17:26:18 +0000 2018,0.0,0.0,1.0,0.0,63
663,@nytimes,Wed Mar 07 17:18:08 +0000 2018,0.0,0.0,1.0,0.0,64
664,@nytimes,Wed Mar 07 17:15:10 +0000 2018,0.0,0.0,1.0,0.0,65
665,@nytimes,Wed Mar 07 17:12:07 +0000 2018,0.5994,0.221,0.701,0.077,66
666,@nytimes,Wed Mar 07 17:00:30 +0000 2018,0.1779,0.096,0.904,0.0,67
667,@nytimes,Wed Mar 07 16:45:13 +0000 2018,0.0,0.0,1.0,0.0,68
668,@nytimes,Wed Mar 07 16:36:04 +0000 2018,0.0,0.0,1.0,0.0,69
669,@nytimes,Wed Mar 07 16:30:27 +0000 2018,0.4404,0.225,0.775,0.0,70
670,@nytimes,Wed Mar 07 16:23:02 +0000 2018,-0.4951,0.079,0.72,0.201,71
671,@nytimes,Wed Mar 07 16:15:10 +0000 2018,0.2023,0.31,0.417,0.273,72
672,@nytimes,Wed Mar 07 16:06:02 +0000 2018,0.2023,0.087,0.913,0.0,73
673,@nytimes,Wed Mar 07 16:00:30 +0000 2018,-0.5256,0.0,0.834,0.166,74
674,@nytimes,Wed Mar 07 15:51:07 +0000 2018,0.2023,0.083,0.917,0.0,75
675,@nytimes,Wed Mar 07 15:39:39 +0000 2018,-0.5267,0.0,0.804,0.196,76
676,@nytimes,Wed Mar 07 15:37:05 +0000 2018,0.0,0.0,1.0,0.0,77
677,@nytimes,Wed Mar 07 15:33:05 +0000 2018,0.2023,0.087,0.913,0.0,78
678,@nytimes,Wed Mar 07 15:30:00 +0000 2018,0.8481,0.414,0.586,0.0,79
679,@nytimes,Wed Mar 07 15:18:03 +0000 2018,0.4019,0.247,0.617,0.136,80
680,@nytimes,Wed Mar 07 15:11:06 +0000 2018,0.4215,0.128,0.872,0.0,81
681,@nytimes,Wed Mar 07 15:00:37 +0000 2018,0.0,0.0,1.0,0.0,82
682,@nytimes,Wed Mar 07 14:50:11 +0000 2018,-0.0258,0.12,0.717,0.163,83
683,@nytimes,Wed Mar 07 14:40:09 +0000 2018,0.743,0.259,0.741,0.0,84
684,@nytimes,Wed Mar 07 14:30:05 +0000 2018,-0.4404,0.0,0.879,0.121,85
685,@nytimes,Wed Mar 07 14:15:08 +0000 2018,-0.3182,0.0,0.827,0.173,86
686,@nytimes,Wed Mar 07 14:00:14 +0000 2018,0.3612,0.128,0.872,0.0,87
687,@nytimes,Wed Mar 07 13:44:01 +0000 2018,-0.3875,0.0,0.859,0.141,88
688,@nytimes,Wed Mar 07 13:30:20 +0000 2018,0.0,0.0,1.0,0.0,89
689,@nytimes,Wed Mar 07 13:14:06 +0000 2018,-0.5267,0.0,0.848,0.152,90
690,@nytimes,Wed Mar 07 13:00:32 +0000 2018,0.0,0.0,1.0,0.0,91
691,@nytimes,Wed Mar 07 12:45:06 +0000 2018,-0.1531,0.085,0.802,0.113,92
692,@nytimes,Wed Mar 07 12:30:08 +0000 2018,0.0,0.0,1.0,0.0,93
693,@nytimes,Wed Mar 07 12:14:07 +0000 2018,0.0,0.0,1.0,0.0,94
694,@nytimes,Wed Mar 07 12:00:28 +0000 2018,0.4215,0.128,0.872,0.0,95
695,@nytimes,Wed Mar 07 11:44:03 +0000 2018,-0.128,0.113,0.753,0.134,96
696,@nytimes,Wed Mar 07 11:30:19 +0000 2018,0.0,0.0,1.0,0.0,97
697,@nytimes,Wed Mar 07 11:13:02 +0000 2018,0.4215,0.118,0.882,0.0,98
698,@nytimes,Wed Mar 07 11:00:26 +0000 2018,0.0,0.0,1.0,0.0,99
699,@nytimes,Wed Mar 07 10:45:12 +0000 2018,0.0,0.0,1.0,0.0,100
